time [s],cadence [spm] (/api/datatype/53/)
149.00000000,0
150.00000000,0
151.00000000,0
152.00000000,0
153.00000000,0
154.00000000,0
155.00000000,0
156.00000000,0
157.00000000,0
158.00000000,45
159.00000000,79
160.00000000,77
161.00000000,40
162.00000000,0
163.00000000,0
164.00000000,35
165.00000000,0
166.00000000,0
167.00000000,0
168.00000000,0
169.00000000,0
170.00000000,0
171.00000000,0
172.00000000,0
173.00000000,0
174.00000000,0
175.00000000,0
176.00000000,0
177.00000000,0
178.00000000,0
179.00000000,0
180.00000000,0
181.00000000,0
182.00000000,0
183.00000000,0
184.00000000,0
185.00000000,0
186.00000000,0
187.00000000,0
188.00000000,0
189.00000000,0
190.00000000,0
191.00000000,0
192.00000000,0
193.00000000,0
194.00000000,0
195.00000000,0
196.00000000,0
197.00000000,0
198.00000000,0
199.00000000,0
200.00000000,0
201.00000000,0
202.00000000,0
203.00000000,0
204.00000000,0
205.00000000,0
206.00000000,0
207.00000000,0
208.00000000,0
209.00000000,0
210.00000000,0
211.00000000,0
212.00000000,0
213.00000000,0
214.00000000,0
215.00000000,0
216.00000000,0
217.00000000,0
218.00000000,0
219.00000000,0
220.00000000,0
221.00000000,0
222.00000000,0
223.00000000,0
224.00000000,0
225.00000000,0
226.00000000,0
227.00000000,0
228.00000000,0
229.00000000,0
230.00000000,0
231.00000000,0
232.00000000,0
233.00000000,0
234.00000000,0
235.00000000,0
236.00000000,0
237.00000000,0
238.00000000,0
239.00000000,0
240.00000000,0
241.00000000,0
242.00000000,0
243.00000000,0
244.00000000,0
245.00000000,0
246.00000000,0
247.00000000,0
248.00000000,0
249.00000000,0
250.00000000,0
251.00000000,0
252.00000000,0
253.00000000,0
254.00000000,0
255.00000000,0
256.00000000,0
257.00000000,0
258.00000000,0
259.00000000,0
260.00000000,0
261.00000000,0
262.00000000,0
263.00000000,0
264.00000000,0
265.00000000,0
266.00000000,0
267.00000000,0
268.00000000,0
269.00000000,0
270.00000000,0
271.00000000,0
272.00000000,0
273.00000000,0
274.00000000,0
275.00000000,0
276.00000000,0
277.00000000,0
278.00000000,0
279.00000000,0
280.00000000,0
281.00000000,0
282.00000000,0
283.00000000,0
284.00000000,0
285.00000000,0
286.00000000,0
287.00000000,0
288.00000000,0
289.00000000,0
290.00000000,0
291.00000000,0
292.00000000,0
293.00000000,0
294.00000000,0
295.00000000,0
296.00000000,0
297.00000000,0
298.00000000,0
299.00000000,0
300.00000000,0
301.00000000,0
302.00000000,0
303.00000000,0
304.00000000,0
305.00000000,0
306.00000000,0
307.00000000,0
308.00000000,0
309.00000000,0
310.00000000,0
311.00000000,0
312.00000000,0
313.00000000,0
314.00000000,0
315.00000000,0
316.00000000,0
317.00000000,0
318.00000000,0
319.00000000,0
320.00000000,0
321.00000000,0
322.00000000,0
323.00000000,0
324.00000000,0
325.00000000,0
326.00000000,0
327.00000000,0
328.00000000,0
329.00000000,0
330.00000000,0
331.00000000,0
332.00000000,0
333.00000000,0
334.00000000,0
335.00000000,0
336.00000000,0
337.00000000,0
338.00000000,0
339.00000000,0
340.00000000,0
341.00000000,0
342.00000000,0
343.00000000,0
344.00000000,0
345.00000000,0
346.00000000,0
347.00000000,0
348.00000000,0
349.00000000,0
350.00000000,0
351.00000000,0
352.00000000,0
353.00000000,0
354.00000000,0
355.00000000,0
356.00000000,0
357.00000000,0
358.00000000,0
359.00000000,0
360.00000000,0
361.00000000,0
362.00000000,0
363.00000000,0
364.00000000,0
365.00000000,0
366.00000000,0
367.00000000,0
368.00000000,0
369.00000000,0
370.00000000,0
371.00000000,0
372.00000000,0
373.00000000,0
374.00000000,0
375.00000000,0
376.00000000,0
377.00000000,0
378.00000000,0
379.00000000,0
380.00000000,0
381.00000000,0
382.00000000,0
383.00000000,0
384.00000000,0
385.00000000,0
386.00000000,0
387.00000000,0
388.00000000,0
389.00000000,0
390.00000000,0
391.00000000,0
392.00000000,0
393.00000000,0
394.00000000,0
395.00000000,0
396.00000000,0
397.00000000,0
398.00000000,0
399.00000000,0
400.00000000,0
401.00000000,0
402.00000000,0
403.00000000,0
404.00000000,0
405.00000000,0
406.00000000,0
407.00000000,0
408.00000000,0
409.00000000,0
410.00000000,0
411.00000000,0
412.00000000,0
413.00000000,0
414.00000000,0
415.00000000,0
416.00000000,0
417.00000000,0
418.00000000,0
419.00000000,0
420.00000000,0
421.00000000,0
422.00000000,0
423.00000000,0
424.00000000,0
425.00000000,0
426.00000000,0
427.00000000,0
428.00000000,0
429.00000000,0
430.00000000,0
431.00000000,0
432.00000000,0
433.00000000,0
434.00000000,0
435.00000000,0
436.00000000,0
437.00000000,0
438.00000000,0
439.00000000,0
440.00000000,0
441.00000000,0
442.00000000,0
443.00000000,0
444.00000000,0
445.00000000,0
446.00000000,0
447.00000000,0
448.00000000,0
449.00000000,0
450.00000000,0
451.00000000,0
452.00000000,0
453.00000000,0
454.00000000,0
455.00000000,0
456.00000000,0
457.00000000,0
458.00000000,0
459.00000000,0
460.00000000,0
461.00000000,0
462.00000000,0
463.00000000,0
464.00000000,0
465.00000000,0
466.00000000,0
467.00000000,0
468.00000000,0
469.00000000,0
470.00000000,0
471.00000000,0
472.00000000,0
473.00000000,0
474.00000000,0
475.00000000,0
476.00000000,0
477.00000000,0
478.00000000,0
479.00000000,0
480.00000000,0
481.00000000,0
482.00000000,0
483.00000000,0
484.00000000,0
485.00000000,0
486.00000000,0
487.00000000,0
488.00000000,0
489.00000000,0
490.00000000,0
491.00000000,0
492.00000000,0
493.00000000,0
494.00000000,0
495.00000000,0
496.00000000,0
497.00000000,0
498.00000000,0
499.00000000,0
500.00000000,0
501.00000000,0
502.00000000,0
503.00000000,0
504.00000000,0
505.00000000,0
506.00000000,0
507.00000000,0
508.00000000,0
509.00000000,0
510.00000000,0
511.00000000,0
512.00000000,0
513.00000000,0
514.00000000,0
515.00000000,0
516.00000000,0
517.00000000,0
518.00000000,0
519.00000000,0
520.00000000,0
521.00000000,0
522.00000000,0
523.00000000,0
524.00000000,0
525.00000000,0
526.00000000,0
527.00000000,0
528.00000000,0
529.00000000,0
530.00000000,0
531.00000000,0
532.00000000,0
533.00000000,0
534.00000000,0
535.00000000,0
536.00000000,0
537.00000000,0
538.00000000,0
539.00000000,0
540.00000000,0
541.00000000,0
542.00000000,0
543.00000000,0
544.00000000,0
545.00000000,0
546.00000000,0
547.00000000,0
548.00000000,0
549.00000000,0
550.00000000,0
551.00000000,0
552.00000000,0
553.00000000,0
554.00000000,0
555.00000000,0
556.00000000,0
557.00000000,0
558.00000000,0
559.00000000,0
560.00000000,0
561.00000000,0
562.00000000,0
563.00000000,0
564.00000000,0
565.00000000,0
566.00000000,0
567.00000000,0
568.00000000,0
569.00000000,0
570.00000000,0
571.00000000,36
572.00000000,0
573.00000000,0
574.00000000,0
575.00000000,0
576.00000000,0
577.00000000,0
578.00000000,0
579.00000000,0
580.00000000,0
581.00000000,0
582.00000000,0
583.00000000,0
584.00000000,0
585.00000000,0
586.00000000,0
587.00000000,0
588.00000000,0
589.00000000,0
590.00000000,0
591.00000000,0
592.00000000,0
593.00000000,0
594.00000000,0
595.00000000,0
596.00000000,0
597.00000000,0
598.00000000,0
599.00000000,0
600.00000000,0
601.00000000,0
602.00000000,0
603.00000000,0
604.00000000,0
605.00000000,0
606.00000000,0
607.00000000,0
608.00000000,0
609.00000000,0
610.00000000,0
611.00000000,0
612.00000000,0
613.00000000,0
614.00000000,0
615.00000000,0
616.00000000,0
617.00000000,0
618.00000000,0
619.00000000,0
620.00000000,0
621.00000000,0
622.00000000,0
623.00000000,0
624.00000000,0
625.00000000,0
626.00000000,0
627.00000000,0
628.00000000,0
629.00000000,0
630.00000000,0
631.00000000,0
632.00000000,0
633.00000000,0
634.00000000,0
635.00000000,0
636.00000000,0
637.00000000,0
638.00000000,0
639.00000000,0
640.00000000,0
641.00000000,0
642.00000000,0
643.00000000,0
644.00000000,0
645.00000000,0
646.00000000,0
647.00000000,0
648.00000000,0
649.00000000,0
650.00000000,0
651.00000000,0
652.00000000,0
653.00000000,0
654.00000000,0
655.00000000,0
656.00000000,0
657.00000000,0
658.00000000,0
659.00000000,0
660.00000000,0
661.00000000,0
662.00000000,0
663.00000000,0
664.00000000,0
665.00000000,0
666.00000000,0
667.00000000,0
668.00000000,0
669.00000000,0
670.00000000,0
671.00000000,0
672.00000000,0
673.00000000,0
674.00000000,0
675.00000000,0
676.00000000,0
677.00000000,0
678.00000000,0
679.00000000,0
680.00000000,0
681.00000000,0
682.00000000,0
683.00000000,0
684.00000000,0
685.00000000,0
686.00000000,0
687.00000000,0
688.00000000,0
689.00000000,0
690.00000000,0
691.00000000,0
692.00000000,0
693.00000000,0
694.00000000,0
695.00000000,0
696.00000000,0
697.00000000,0
698.00000000,0
699.00000000,0
700.00000000,0
701.00000000,0
702.00000000,0
703.00000000,0
704.00000000,0
705.00000000,0
706.00000000,0
707.00000000,0
708.00000000,0
709.00000000,0
710.00000000,0
711.00000000,0
712.00000000,0
713.00000000,0
714.00000000,0
715.00000000,0
716.00000000,0
717.00000000,0
718.00000000,0
719.00000000,0
720.00000000,0
721.00000000,0
722.00000000,0
723.00000000,0
724.00000000,0
725.00000000,0
726.00000000,0
727.00000000,0
728.00000000,0
729.00000000,0
730.00000000,0
731.00000000,0
732.00000000,0
733.00000000,0
734.00000000,0
735.00000000,0
736.00000000,0
737.00000000,0
738.00000000,0
739.00000000,0
740.00000000,0
741.00000000,0
742.00000000,0
743.00000000,0
744.00000000,0
745.00000000,0
746.00000000,0
747.00000000,0
748.00000000,0
749.00000000,0
750.00000000,0
751.00000000,0
752.00000000,0
753.00000000,0
754.00000000,0
755.00000000,0
756.00000000,0
757.00000000,0
758.00000000,0
759.00000000,0
760.00000000,0
761.00000000,0
762.00000000,0
763.00000000,0
764.00000000,0
765.00000000,0
766.00000000,0
767.00000000,0
768.00000000,0
769.00000000,0
770.00000000,0
771.00000000,0
772.00000000,0
773.00000000,0
774.00000000,0
775.00000000,0
776.00000000,0
777.00000000,0
778.00000000,0
779.00000000,0
780.00000000,0
781.00000000,0
782.00000000,0
783.00000000,0
784.00000000,0
785.00000000,0
786.00000000,0
787.00000000,0
788.00000000,0
789.00000000,0
790.00000000,0
791.00000000,0
792.00000000,0
793.00000000,0
794.00000000,0
795.00000000,0
796.00000000,0
797.00000000,0
798.00000000,0
799.00000000,0
800.00000000,0
801.00000000,0
802.00000000,0
803.00000000,0
804.00000000,0
805.00000000,0
806.00000000,0
807.00000000,0
808.00000000,0
809.00000000,0
810.00000000,0
811.00000000,0
812.00000000,0
813.00000000,0
814.00000000,0
815.00000000,0
816.00000000,0
817.00000000,0
818.00000000,0
819.00000000,0
820.00000000,0
821.00000000,0
822.00000000,0
823.00000000,0
824.00000000,0
825.00000000,0
826.00000000,0
827.00000000,0
828.00000000,0
829.00000000,0
830.00000000,0
831.00000000,0
832.00000000,0
833.00000000,0
834.00000000,0
835.00000000,0
836.00000000,0
837.00000000,0
838.00000000,0
839.00000000,0
840.00000000,0
841.00000000,0
842.00000000,0
843.00000000,0
844.00000000,0
845.00000000,0
846.00000000,0
847.00000000,0
848.00000000,0
849.00000000,0
850.00000000,0
851.00000000,0
852.00000000,0
853.00000000,0
854.00000000,0
855.00000000,0
856.00000000,0
857.00000000,0
858.00000000,0
859.00000000,0
860.00000000,0
861.00000000,0
862.00000000,0
863.00000000,0
864.00000000,0
865.00000000,0
866.00000000,0
867.00000000,0
868.00000000,0
869.00000000,0
870.00000000,0
871.00000000,0
872.00000000,0
873.00000000,0
874.00000000,0
875.00000000,0
876.00000000,0
877.00000000,0
878.00000000,0
879.00000000,0
880.00000000,0
881.00000000,0
882.00000000,0
883.00000000,0
884.00000000,0
885.00000000,0
886.00000000,0
887.00000000,0
888.00000000,0
889.00000000,0
890.00000000,0
891.00000000,0
892.00000000,0
893.00000000,0
894.00000000,0
895.00000000,0
896.00000000,0
897.00000000,0
898.00000000,0
899.00000000,0
900.00000000,0
901.00000000,0
902.00000000,0
903.00000000,0
904.00000000,0
905.00000000,0
906.00000000,0
907.00000000,0
908.00000000,0
909.00000000,0
910.00000000,0
911.00000000,0
912.00000000,0
913.00000000,0
914.00000000,0
915.00000000,0
916.00000000,0
917.00000000,0
918.00000000,0
919.00000000,0
920.00000000,0
921.00000000,0
922.00000000,0
923.00000000,0
924.00000000,0
925.00000000,0
926.00000000,0
927.00000000,0
928.00000000,0
929.00000000,0
930.00000000,0
931.00000000,0
932.00000000,0
933.00000000,0
934.00000000,0
935.00000000,0
936.00000000,0
937.00000000,0
938.00000000,0
939.00000000,0
940.00000000,0
941.00000000,0
942.00000000,0
943.00000000,0
944.00000000,0
945.00000000,0
946.00000000,0
947.00000000,0
948.00000000,0
949.00000000,0
950.00000000,0
951.00000000,0
952.00000000,0
953.00000000,0
954.00000000,0
955.00000000,0
956.00000000,0
957.00000000,0
958.00000000,0
959.00000000,0
960.00000000,0
961.00000000,0
962.00000000,0
963.00000000,0
964.00000000,0
965.00000000,0
966.00000000,0
967.00000000,0
968.00000000,0
969.00000000,0
970.00000000,0
971.00000000,0
972.00000000,0
973.00000000,0
974.00000000,0
975.00000000,0
976.00000000,0
977.00000000,0
978.00000000,0
979.00000000,0
980.00000000,0
981.00000000,0
982.00000000,0
983.00000000,0
984.00000000,0
985.00000000,0
986.00000000,0
987.00000000,0
988.00000000,0
989.00000000,0
990.00000000,0
991.00000000,0
992.00000000,0
993.00000000,0
994.00000000,0
995.00000000,0
996.00000000,0
997.00000000,0
998.00000000,0
999.00000000,0
1000.00000000,0
1001.00000000,0
1002.00000000,0
1003.00000000,0
1004.00000000,0
1005.00000000,0
1006.00000000,0
1007.00000000,0
1008.00000000,0
1009.00000000,0
1010.00000000,0
1011.00000000,0
1012.00000000,0
1013.00000000,0
1014.00000000,0
1015.00000000,0
1016.00000000,0
1017.00000000,0
1018.00000000,0
1019.00000000,0
1020.00000000,0
1021.00000000,0
1022.00000000,0
1023.00000000,0
1024.00000000,0
1025.00000000,0
1026.00000000,0
1027.00000000,0
1028.00000000,0
1029.00000000,0
1030.00000000,0
1031.00000000,0
1032.00000000,0
1033.00000000,0
1034.00000000,0
1035.00000000,0
1036.00000000,0
1037.00000000,0
1038.00000000,0
1039.00000000,0
1040.00000000,0
1041.00000000,0
1042.00000000,0
1043.00000000,0
1044.00000000,0
1045.00000000,0
1046.00000000,0
1047.00000000,0
1048.00000000,0
1049.00000000,0
1050.00000000,0
1051.00000000,0
1052.00000000,0
1053.00000000,0
1054.00000000,0
1055.00000000,0
1056.00000000,0
1057.00000000,40
1058.00000000,47
1059.00000000,59
1060.00000000,80
1061.00000000,96
1062.00000000,83
1063.00000000,40
1064.00000000,0
1065.00000000,0
1066.00000000,36
1067.00000000,30
1068.00000000,0
1069.00000000,0
1070.00000000,0
1071.00000000,0
1072.00000000,0
1073.00000000,0
1074.00000000,0
1075.00000000,0
1076.00000000,0
1077.00000000,0
1078.00000000,0
1079.00000000,0
1080.00000000,0
1081.00000000,0
1082.00000000,0
1083.00000000,0
1084.00000000,0
1085.00000000,0
1086.00000000,0
1087.00000000,0
1088.00000000,0
1089.00000000,0
1090.00000000,0
1091.00000000,0
1092.00000000,0
1093.00000000,0
1094.00000000,0
1095.00000000,0
1096.00000000,0
1097.00000000,0
1098.00000000,0
1099.00000000,0
1100.00000000,0
1101.00000000,0
1102.00000000,0
1103.00000000,0
1104.00000000,0
1105.00000000,0
1106.00000000,0
1107.00000000,0
1108.00000000,0
1109.00000000,0
1110.00000000,0
1111.00000000,0
1112.00000000,0
1113.00000000,0
1114.00000000,0
1115.00000000,0
1116.00000000,0
1117.00000000,0
1118.00000000,0
1119.00000000,0
1120.00000000,0
1121.00000000,0
1122.00000000,0
1123.00000000,0
1124.00000000,0
1125.00000000,0
1126.00000000,0
1127.00000000,0
1128.00000000,0
1129.00000000,0
1130.00000000,0
1131.00000000,0
1132.00000000,0
1133.00000000,0
1134.00000000,0
1135.00000000,0
1136.00000000,0
1137.00000000,0
1138.00000000,0
1139.00000000,0
1140.00000000,0
1141.00000000,0
1142.00000000,0
1143.00000000,0
1144.00000000,0
1145.00000000,0
1146.00000000,0
1147.00000000,0
1148.00000000,0
1149.00000000,0
1150.00000000,0
1151.00000000,0
1152.00000000,0
1153.00000000,0
1154.00000000,0
1155.00000000,0
1156.00000000,0
1157.00000000,0
1158.00000000,0
1159.00000000,0
1160.00000000,0
1161.00000000,0
1162.00000000,0
1163.00000000,0
1164.00000000,0
1165.00000000,0
1166.00000000,0
1167.00000000,0
1168.00000000,0
1169.00000000,0
1170.00000000,0
1171.00000000,0
1172.00000000,0
1173.00000000,0
1174.00000000,0
1175.00000000,0
1176.00000000,0
1177.00000000,0
1178.00000000,0
1179.00000000,0
1180.00000000,0
1181.00000000,0
1182.00000000,0
1183.00000000,0
1184.00000000,0
1185.00000000,0
1186.00000000,0
1187.00000000,0
1188.00000000,0
1189.00000000,0
1190.00000000,0
1191.00000000,0
1192.00000000,0
1193.00000000,0
1194.00000000,0
1195.00000000,0
1196.00000000,0
1197.00000000,0
1198.00000000,0
1199.00000000,0
1200.00000000,0
1201.00000000,0
1202.00000000,0
1203.00000000,0
1204.00000000,0
1205.00000000,0
1206.00000000,0
1207.00000000,0
1208.00000000,0
1209.00000000,0
1210.00000000,0
1211.00000000,0
1212.00000000,0
1213.00000000,0
1214.00000000,0
1215.00000000,0
1216.00000000,0
1217.00000000,0
1218.00000000,0
1219.00000000,0
1220.00000000,0
1221.00000000,0
1222.00000000,0
1223.00000000,0
1224.00000000,0
1225.00000000,0
1226.00000000,0
1227.00000000,0
1228.00000000,0
1229.00000000,0
1230.00000000,0
1231.00000000,0
1232.00000000,0
1233.00000000,0
1234.00000000,0
1235.00000000,0
1236.00000000,0
1237.00000000,0
1238.00000000,0
1239.00000000,0
1240.00000000,0
1241.00000000,0
1242.00000000,0
1243.00000000,0
1244.00000000,0
1245.00000000,0
1246.00000000,0
1247.00000000,0
1248.00000000,0
1249.00000000,0
1250.00000000,0
1251.00000000,0
1252.00000000,0
1253.00000000,0
1254.00000000,0
1255.00000000,0
1256.00000000,0
1257.00000000,0
1258.00000000,0
1259.00000000,0
1260.00000000,0
1261.00000000,0
1262.00000000,0
1263.00000000,0
1264.00000000,0
1265.00000000,0
1266.00000000,0
1267.00000000,0
1268.00000000,0
1269.00000000,0
1270.00000000,0
1271.00000000,0
1272.00000000,0
1273.00000000,0
1274.00000000,0
1275.00000000,0
1276.00000000,0
1277.00000000,0
1278.00000000,0
1279.00000000,0
1280.00000000,0
1281.00000000,0
1282.00000000,0
1283.00000000,0
1284.00000000,0
1285.00000000,0
1286.00000000,0
1287.00000000,0
1288.00000000,0
1289.00000000,0
1290.00000000,0
1291.00000000,0
1292.00000000,0
1293.00000000,0
1294.00000000,0
1295.00000000,0
1296.00000000,0
1297.00000000,0
1298.00000000,0
1299.00000000,0
1300.00000000,0
1301.00000000,0
1302.00000000,0
1303.00000000,0
1304.00000000,0
1305.00000000,0
1306.00000000,0
1307.00000000,0
1308.00000000,0
1309.00000000,0
1310.00000000,0
1311.00000000,0
1312.00000000,0
1313.00000000,0
1314.00000000,0
1315.00000000,0
1316.00000000,0
1317.00000000,0
1318.00000000,0
1319.00000000,0
1320.00000000,0
1321.00000000,0
1322.00000000,0
1323.00000000,0
1324.00000000,0
1325.00000000,0
1326.00000000,0
1327.00000000,0
1328.00000000,0
1329.00000000,0
1330.00000000,0
1331.00000000,0
1332.00000000,0
1333.00000000,0
1334.00000000,0
1335.00000000,0
1336.00000000,0
1337.00000000,0
1338.00000000,0
1339.00000000,0
1340.00000000,0
1341.00000000,0
1342.00000000,0
1343.00000000,0
1344.00000000,0
1345.00000000,0
1346.00000000,0
1347.00000000,0
1348.00000000,0
1349.00000000,0
1350.00000000,0
1351.00000000,0
1352.00000000,0
1353.00000000,0
1354.00000000,0
1355.00000000,0
1356.00000000,0
1357.00000000,0
1358.00000000,0
1359.00000000,0
1360.00000000,0
1361.00000000,0
1362.00000000,0
1363.00000000,0
1364.00000000,0
1365.00000000,0
1366.00000000,0
1367.00000000,0
1368.00000000,0
1369.00000000,0
1370.00000000,0
1371.00000000,0
1372.00000000,0
1373.00000000,0
1374.00000000,0
1375.00000000,0
1376.00000000,0
1377.00000000,0
1378.00000000,0
1379.00000000,0
1380.00000000,0
1381.00000000,0
1382.00000000,0
1383.00000000,0
1384.00000000,0
1385.00000000,0
1386.00000000,0
1387.00000000,0
1388.00000000,0
1389.00000000,0
1390.00000000,0
1391.00000000,0
1392.00000000,0
1393.00000000,0
1394.00000000,0
1395.00000000,0
1396.00000000,0
1397.00000000,0
1398.00000000,0
1399.00000000,0
1400.00000000,0
1401.00000000,0
1402.00000000,0
1403.00000000,0
1404.00000000,0
1405.00000000,0
1406.00000000,0
1407.00000000,0
1408.00000000,0
1409.00000000,0
1410.00000000,0
1411.00000000,0
1412.00000000,0
1413.00000000,0
1414.00000000,0
1415.00000000,0
1416.00000000,0
1417.00000000,0
1418.00000000,0
1419.00000000,0
1420.00000000,0
1421.00000000,0
1422.00000000,0
1423.00000000,0
1424.00000000,0
1425.00000000,0
1426.00000000,0
1427.00000000,0
1428.00000000,0
1429.00000000,0
1430.00000000,0
1431.00000000,0
1432.00000000,0
1433.00000000,0
1434.00000000,0
1435.00000000,0
1436.00000000,0
1437.00000000,0
1438.00000000,0
1439.00000000,0
1440.00000000,0
1441.00000000,0
1442.00000000,0
1443.00000000,0
1444.00000000,0
1445.00000000,0
1446.00000000,0
1447.00000000,0
1448.00000000,0
1449.00000000,0
1450.00000000,0
1451.00000000,0
1452.00000000,0
1453.00000000,0
1454.00000000,0
1455.00000000,0
1456.00000000,0
1457.00000000,0
1458.00000000,0
1459.00000000,0
1460.00000000,0
1461.00000000,0
1462.00000000,0
1463.00000000,0
1464.00000000,0
1465.00000000,0
1466.00000000,0
1467.00000000,0
1468.00000000,0
1469.00000000,0
1470.00000000,0
1471.00000000,0
1472.00000000,0
1473.00000000,0
1474.00000000,0
1475.00000000,0
1476.00000000,0
1477.00000000,0
1478.00000000,0
1479.00000000,0
1480.00000000,0
1481.00000000,0
1482.00000000,0
1483.00000000,0
1484.00000000,0
1485.00000000,0
1486.00000000,0
1487.00000000,0
1488.00000000,0
1489.00000000,0
1490.00000000,0
1491.00000000,0
1492.00000000,0
1493.00000000,0
1494.00000000,0
1495.00000000,0
1496.00000000,0
1497.00000000,0
1498.00000000,0
1499.00000000,0
1500.00000000,0
1501.00000000,0
1502.00000000,0
1503.00000000,0
1504.00000000,0
1505.00000000,0
1506.00000000,0
1507.00000000,0
1508.00000000,0
1509.00000000,0
1510.00000000,0
1511.00000000,0
1512.00000000,0
1513.00000000,0
1514.00000000,0
1515.00000000,0
1516.00000000,0
1517.00000000,0
1518.00000000,0
1519.00000000,0
1520.00000000,0
1521.00000000,31
1522.00000000,0
1523.00000000,0
1524.00000000,0
1525.00000000,0
1526.00000000,0
1527.00000000,0
1528.00000000,0
1529.00000000,0
1530.00000000,0
1531.00000000,0
1532.00000000,0
1533.00000000,0
1534.00000000,0
1535.00000000,0
1536.00000000,0
1537.00000000,0
1538.00000000,0
1539.00000000,0
1540.00000000,0
1541.00000000,0
1542.00000000,0
1543.00000000,0
1544.00000000,0
1545.00000000,0
1546.00000000,0
1547.00000000,0
1548.00000000,0
1549.00000000,0
1550.00000000,0
1551.00000000,0
1552.00000000,0
1553.00000000,0
1554.00000000,0
1555.00000000,0
1556.00000000,0
1557.00000000,0
1558.00000000,0
1559.00000000,0
1560.00000000,0
1561.00000000,0
1562.00000000,0
1563.00000000,0
1564.00000000,0
1565.00000000,0
1566.00000000,0
1567.00000000,0
1568.00000000,0
1569.00000000,0
1570.00000000,0
1571.00000000,0
1572.00000000,0
1573.00000000,0
1574.00000000,0
1575.00000000,0
1576.00000000,0
1577.00000000,0
1578.00000000,0
1579.00000000,0
1580.00000000,0
1581.00000000,0
1582.00000000,0
1583.00000000,0
1584.00000000,0
1585.00000000,0
1586.00000000,0
1587.00000000,0
1588.00000000,0
1589.00000000,0
1590.00000000,0
1591.00000000,0
1592.00000000,0
1593.00000000,0
1594.00000000,0
1595.00000000,0
1596.00000000,0
1597.00000000,0
1598.00000000,0
1599.00000000,0
1600.00000000,0
1601.00000000,0
1602.00000000,0
1603.00000000,0
1604.00000000,0
1605.00000000,0
1606.00000000,0
1607.00000000,0
1608.00000000,0
1609.00000000,0
1610.00000000,0
1611.00000000,0
1612.00000000,0
1613.00000000,0
1614.00000000,0
1615.00000000,0
1616.00000000,0
1617.00000000,0
1618.00000000,0
1619.00000000,0
1620.00000000,0
1621.00000000,0
1622.00000000,0
1623.00000000,0
1624.00000000,0
1625.00000000,0
1626.00000000,0
1627.00000000,0
1628.00000000,0
1629.00000000,0
1630.00000000,0
1631.00000000,0
1632.00000000,0
1633.00000000,0
1634.00000000,0
1635.00000000,0
1636.00000000,0
1637.00000000,0
1638.00000000,0
1639.00000000,0
1640.00000000,0
1641.00000000,0
1642.00000000,0
1643.00000000,0
1644.00000000,0
1645.00000000,0
1646.00000000,0
1647.00000000,0
1648.00000000,0
1649.00000000,0
1650.00000000,0
1651.00000000,0
1652.00000000,0
1653.00000000,0
1654.00000000,0
1655.00000000,0
1656.00000000,0
1657.00000000,0
1658.00000000,0
1659.00000000,0
1660.00000000,0
1661.00000000,0
